make,model,engine_code,engine_name,displacement,oilNorm,oilCapacity,brakeFluidType,coolantType,gearboxOilType,gearboxOilCapacity,issues,issues
Volkswagen,Polo VIII,1.0 TSI 110,1.0L TSI,1.0L,5W-30,3.2L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Volkswagen,Polo VIII,1.5 TSI 150,1.5L TSI,1.5L,5W-30,4.0L,MISSING,MISSING,MISSING,MISSING,"brake_fluid,coolant,gearbox_oil,gearbox_capacity","brake_fluid,coolant,gearbox_oil,gearbox_capacity"
Volkswagen,T-Cross,1.6TDI,1.6L TDI,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volkswagen,Tiguan,2.0TDI,2.0L TDI,2.0L,5W-30,4.5L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volkswagen,Virtus,1.6,1.6L MPI,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,99ème anniversaire Volvo EC40,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,99ème anniversaire Volvo ES90,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,99ème anniversaire Volvo EX30,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,99ème anniversaire Volvo EX90,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,99ème anniversaire Volvo XC40,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,99ème anniversaire Volvo XC60,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,99ème anniversaire Volvo XC90,GENERIC,Generic engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,S40 I,S40-I-GEN,Generic S40 I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,S40 II,S40-II-GEN,Generic S40 II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,S40 III,S40-III-GEN,Generic S40 III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,S40 IV,S40-IV-GEN,Generic S40 IV engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,XC90 I,XC90-I-GEN,Generic XC90 I engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,XC90 II,XC90-II-GEN,Generic XC90 II engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,XC90 III,XC90-III-GEN,Generic XC90 III engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
Volvo,XC90 IV,XC90-IV-GEN,Generic XC90 IV engine,1.6L,5W-30,4.0L,DOT 4,Ethylene Glycol,Manual,3.5L,generic_specs,generic_specs
